tank,date,water temperature,nitrate,nitrite,hardness,chlorine,alkalinity,ammonia,pH,conductivity (uS/cm),total fish food,water modifications,water added (L),greenhouse_temp,greenhouse_humidity,notes
4,8/21/17,19.5,0,0,125,0,0,0,7.71,630,80,Added 2L water and 5mL pH down.,2,18.2,82,"Fish slow at first but really quick to eat added amount of food. Thick, murky water with algae. Other tanks more clear."
4,8/23/17,21.9,0,0,150,0,0,0,7.68,600,80,Added 2L water.,2,21.9,72,"Fish slowly eating, wating for pellets to sink before eating."
4,8/25/17,18.2,0,0,150,0,10,0,7.73,620,80,Added 2L water,2,16.5,75,Fish slow to eat but eating regularly. Both are eating
4,8/28/17,21.1,0,0,150,0,10,0,7.74,590,80,None,,23.4,71,"Fish active, healthy, ate food quickly. Harvested plants and ended experiment today."
5,6/28/17,21.7,5,0,70,0,0,0,,,20,Added 21 bioballs from established AQX system (Tank 1) from ISB to biofilter and 2 pink tilapia (25cm and 19cm).,,42.1,20,
5,6/30/17,22.1,0,0,100,0,0,0,7.68,460,20,"Added 4L aerated, dechlorinated tap H2O",4,43.8,14,
5,7/3/17,22.1,0,0,100,0,0,0.25,7.73,490,20,"Added 6L aerated, dechlorinated tap H2O and 45g Instant Ocean; water level high",6,33.3,34,
5,7/5/17,19.3,0,0,125,0,0,0.5,7.73,850,20,"Added 3L aerated, dechlorinated tap H2O; water level still high but stable; need to add more bioballs to biofilter",3,19.9,64,
5,7/7/17,20.8,0,0,150,0,0,0,7.78,800,20,"3 liter of aerated dechlorinated tap water, needs more bio balls, water levels high but stable",3,20.6,61,
5,7/8/17,20,0,0,150,0,0,0,7.72,830,20,,,18.7,67,Both fish pushed together at the back of the tank. not very active.
5,7/10/17,21.9,0,0,150,0,0,0.25,7.77,830,20,"Added 7 liters of aerated dechloinated tap water, Tanks water is high but stable",7,23.8,59,"In the tank there could be a low amount of oxygen, one of the fish has black marks on his fins i belive that could just be its wasted. But the fich with the markings in always near the object the brings in the oxygen. In conculsion nothing really out of the ordinary. "
5,7/12/17,19.7,0,0,150,0,0,0.25,7.77,820,20,"Added 1 liter of aerated dechloinated tap water, Tanks level is still the same.",1,21.1,64,"Fish seem more active when eating. Now it seem like the fish are not near the oxygen brick. I have no algea in the fish poop, also the water is very mercy. The plants got .7 mL of flora Gro.  "
5,7/14/17,20.1,0,0,175,0,0,0,7.73,790,20,"No Aerated water was add, But the water in the bioball tank was about to over flow, while the fish tank was decreasing.",,18.1,65,"Fish seem to be less active today, also the one fish with the black spots seem to be breathing more faster than normal."
5,7/16/17,20,0,0,150,0,0,0,7.73,840,20,,,19.5,61,Fish On the bottom Average Behavior
5,7/17/17,18.8,0,0,175,0,0,0,7.68,840,30,"No need for Aerated Water, the tanks water level where rising to the normal height.",,19.4,67,"The fish seem only active when food is thrown, There are more black marks on both of the fish."
5,7/19/17,19.9,0,0,175,0,0,0,7.61,850,30,added 8 liters of aerated dechloinated tap water,8,19.9,62,At the beginning Jessica started the syphen again
5,7/21/17,19.5,0,0,175,0,0,0,7.68,830,30,"Added 6 liters aerated dechloinated tap water , adjected the water pump",6,23.4,64,"fishes seem slow, the animal came in the greehouse and pushed the ""plant bed 1"" into tank 6, and my air stone had to be switch out because the first one got messed up by the animal, also i had to fix the pump in the biofilter."
5,7/22/17,21.3,0,0,150,0,0,0,7.61,820,30,Added 4 Liter of aerated dechloinated tap water ,4,23.5,58,"fishes are more active, Power was on at that time, cloudy weather"
5,7/24/17,19.6,0,0,175,0,0,0,7.08,810,30,no need to add water to bio filter,,20.5,69,"Add 13 plants 9purple leafs and 4 green leafs, power was off for not to long, fish weren't very active at theat time. had to adject the knobe in the biofilter pump to lower the level of water in the grow bed."
5,7/26/17,19.8,0,0,150,0,0,0,7.54,830,30,No,,20.1,68,"all plants seem normal expect 5A one of the leave seem to be died, also my air stone in the grow bed was off  and turn on later in the day, "
5,7/28/17,19.2,0,0,150,0,0,0,7.78,830,30,None,,21.1,66,Tank water level went down 3.5 cm below black line . Fish were not interested in food and were not active. Straightened siphin. 
5,7/30/17,21.4,0,0,175,0,0,0,7.68,840,30,Added 2 Liters of AD water,2,21.9,72,"Fishes seem very active, the fishes seem to be fighting, they ate pretty fast"
5,7/31/17,20.1,0,0,150,0,0,0,7.26,830,40,Added 4 Liters of AD water,4,20.2,66,"Fish finished all the food that was given to them, they still seem to be fighting "
5,8/2/17,21.6,0,0,150,0,0,0,7.7,820,50,Added 8 liters of AD water,8,22.9,68,"The fish seem to eat all the fish food, The plants seem to not getting enough sunlight."
5,8/5/17,22.5,0,0,175,0,0,0,7.67,810,50,none,,21.1,,"Fishes not very hungry still ate but at a sloww rate, but it seem that the fishes are still active. pump was off when i arrived"
5,8/7/17,21.2,0,0,150,0,0,0,8.057,881,50,none,,22.9,70,We used a different method to measurments to do the water chemistry - probes at ISB for pH and conductivity
5,8/9/17,22.2,0,0,150,0,30,0,7.78,830,60,Added 4 liters og AD water,4,22.6,74,"Less algea in the tank, pump in the biofilter always comes off when i come in."
5,8/11/17,22,0,0,200,0,20,0,7.6,830,60,Added 4 liters,4,21.7,74,"cat came in and messed with the aerater and possilbly mess up my plants, DO Probe was placed near the aerater, "
5,8/12/17,20.9,0,0,150,0,20,0,7.7,810,60,Added 6.5 Liters of AD water,6.5,18.9,72,"Very shy, ate when no one was looking"
5,8/14/17,18.7,0,0,175,0,20,0,7.62,790,60,Added 4 Liters of AD water,4,20.4,64,"Slow, not very active, only move to get food "
5,8/16/17,18.7,0,0,150,0,20,0,7.93,770,70,Added 5ml pH down. No water added.,,20,68,Some aggresion in the fish. larger fish being aggresive towards smaller fish. The larger fish ate more of the food. 
5,8/18/17,19.3,0,0,150,0,10,0,7.82,770,70,"Added 6l arated, dechlorinated tap water. Added 5mL pH down. ",6,19.1,72,"Both fish eating. Slow to feed, one coming up to the surface."
5,8/21/17,19.5,0,0,150,0,10,0,7.63,760,80,"Added 12L water, 5mL pH down.",12,18.2,82,Restarted siphon - dry in biofilter upon arrival. Tank overfilled. Fish quick to eat food (both).
5,8/23/17,21.7,0,0,150,0,0,0,7.62,730,80,Added 12L water,12,21.9,72,"Both fish eating slowly at first, then ate everything."
5,8/25/17,18,0,0.25,150,0,10,0,7.69,700,80,Added 4L water,4,16.5,75,"One fish eating first, other hanging out on bottom. Both were eating near the end of feeding time."
5,8/28/17,20.3,0,0,150,0,5,0,7.64,670,80,Added 8L water,8,23.4,71,"Restarted siphon, fish active, healthy, ate food quickly. Harvested plants today and ended experiment"
6,6/28/17,21.8,5,0,70,0,0,0,,,20,Added 21 bioballs from established AQX system (Tank 1) from ISB to biofilter and 2 pink tilapia (25cm and 19cm).,,42.1,20,
6,6/30/17,22.1,0,0,100,0,0,0,7.63,460,20,"Added 4L aerated, dechlorinated tap H2O",4,43.8,14,
6,7/3/17,22.2,0,0,100,0,0,0.75,7.76,470,20,"Added 4L aerated, dechlorinated tap H2O and 45g Instant Ocean",4,33.3,34,Fish sitting on bottom; not interested in food
6,7/5/17,19.4,0,0,125,0,0,0.75,7.74,830,20,"Added 2L aerated, dechlorinated tap H2O",2,19.9,64,Fish resting on bottom; not interested in food
6,7/7/17,20.9,0,o,150,1,0,0,7.78,800,20,"Added 1L aerated, dechlorinated H20",1,20.6,61,Water level is 1 cm above the black line. Plants are getting some amount of sunlight
6,7/8/17,20,0,0,200,0,0,0,7.77,830,20,None,,18.7,67,Water in tank was dirty. EL Reading took a long time to stablize
6,7/10/17,22,0,0,150,0.5,0,0,7.83,830,20,"Added 4L aerated, dechlorinated H20",4,23.8,830,Water was still dirty and water level in tank stayed the same; Fish were more active.
6,7/12/17,19.6,0,0,150,0,0,0.5,7.76,830,20,"Added 2 L of aerated, dechlorinated H20",2,21.1,64,Fish were not active and stayed at the home of the tank. Fish were not eating pellets. A little bit of algae on tube in tank. The weather was sunny. Added 4 L of bioballs. The tank water level was still 1 cm above the black line.
6,7/14/17,19,0,0,150,0,0,0,7.73,840,20,"Added 2.5 L of aerated, dechlorinated H20",2.5,18.3,65,Fish were not interested in the food and stayed at the bottom of the tank. The weather was sunny. More algae was on the syphin tube. Tank 5 had more active fish than tank 6. 1L of water was added to each plant tray. 0.75 L of plant food was added to every 2L of H20.
6,7/16/17,20.1,0,0,125,0,0,0,7.74,830,20,None,,19.5,61,"Water level was very high (1.5'' above the black line), Added 1L of solution from bucket to each plant tray from the bucket. In the bucket, 0.75 mL of plant food was added per 2L of aerated, dechlorinated water. Sunny and hot weather. Tank 5 didn't eat all its food."
6,7/17/17,18.8,0,0,150,0,0,0,7.81,840,15,None,,19.5,67,"One 22 cm fish died. There were no dark spots or bruises on the dead fish. There were more algae on the siphin, tank, and bucket. The aerator unplugged when I tried to move the aerator but I plugged it back in. I moved the aerator to the front right side of my tank. The other fish in tank 6 stayed at the bottom and was not moving much."
6,7/19/17,20.1,0,0,150,0,0,0,7.74,840,15,"Added 14.5 L of aerated, dechlorinated H20",14.5,19.1,66,Restarted syphin and moved aerator to the bottom of the back right corner. Sunny weather. Fish was swimming at the bottom and wasn't interested in the food. Took bioball samples. 
6,7/21/17,19.5,0,0,150,0,0,0,7.77,800,15,None,,23.5,62,Tank is more murky and green. More algae in tank. Fish stayed at the bottom of the tank and was not interested in the food. Partly cloudy weather. Some of the plants in growtray 1 were dumped into tank 6 by a cat. I adjusted the pump in the biofilter tank by turning the knob horizontally. The pump in the biofilter wasn't connected all the way so Maddy and Jessica helped me connect the tube to the pump in my biofilter tank. Jessica stuck tubing in the back of my growbed into its black tube that goes into my tank to find out if anything was clogged in the black tube. I straightened the siphin. I restarted the aerator to growbed 6. Aerator to tank 6 was working properly.
6,7/22/17,21.2,0,0,150,0,0,0,7.73,810,15,"Added 12 L of aerated, dechlorinated H20",12,23.5,58,"Fish stayed at bottom of tank. Cloudy weather. Tank 5 had more active fish. Other tanks were less active. Plant tray 1 notes: Far left back of tray has about 4 leaves, most plants in front have red leaves (2-4), couple of green plants in center of tray. See Maddy's notes for measurements of tray 1 plants. "
6,7/24/17,20,0,0,150,0,0,0,7.37,780,15,"Added 2 L of aerated, dechlorinated H20",2,19.6,71,"Sunny and hot weather. Tank is still murky. Beginning of morning: water level went down by 1 inch, power was turned off to the pumps and aerator. The siphin was not working too. More black squiggy lines inside bucket. After power was turned back on by Ray, water levle increased to 1 cm below the black line. Tank 4 fish had more red spots. Put in 13 plants into growbed and labelled the holes 6A - 6M. Took notes on measurements of the plants in notebook. I measured plants by straightening the plant."
6,7/26/17,20.6,0,0,150,0,0,0,7.61,770,15,None,,19.9,71,Sunny weather. Water level in tank went down to 1.8 cm below the black line. Tank 5 had active fish that swam up to the surface to eat food. Adjusted biofilter pump by turning knob because the pump was not working at the start of the morning. I measured plants by straightening the plant.
6,7/28/17,19.4,0,0,150,0,0,0,7.7,790,15,"Added 6 L of aerated, dechlorinated H20",6,21.1,66,"No biofilm, sunny weather, fish not active and not interested in food. Measured plants by straightening the plant."
6,7/30/17,21.4,0,0,150,0,0,0,7.7,770,15,"Added 2 L of aerated, dechlorinated H20",2,21.9,72,"No bioflim, used Carboy 1, accidently emptied out water test tubes to tanks 1,2, and 4 and then put in new water samples right after. Cloudy weather. Measured plants by straightening the plant."
6,7/31/17,20,0,0,150,0,0,0,7.67,770,20,"Added 2 L of aerated, dechlorinated H20",2,18.5,69,"Sunny and humid weather, ran out of 6 in one test strips at the greenhouse then used 6-in-one test strips at ISB. Tank 5 fish were very active and ate food right away. Tank 5 had clearer water than my tank. Tank water level was at the black line. Measured plants by straightening the plant."
6,8/2/17,22.6,0,0,150,0,0,0,7.71,770,40,"Added 4 L of aerated, dechlorinated H20",4,24.5,65,Maddy accidently put in 40 pellets instead of 20. Fish was skiddish and active but eating food. Measured plants by straightening the plant.
6,8/5/17,22.5,0,0,200,0,0,0,7.65,760,25,"Added 4 L of aerated, dechlorinated H20",4,21.1,71,Fish seem to be eating fast and were active. Fish finished all the food.
6,8/7/17,21,0,0,150,0,0,0.5,8.924,921,25,None,,21.2,77,"Used 2 different phobes for pH and conductivity at ISB in P1. Straightened siphin. Water level in tank increased to 2 cm above the black line. Kourtney measured light intensity, 27,500 lux. Used API test kit for nitrite and nitrate. "
6,8/9/17,21.7,0,0,150,0,0,0,7.5,760,30,"Added 10 L of aerated, dechlorinated H20.",10,21.8,79,"Lux: 43,000 lux. Less algae in tank. Water level increased to 4 cm above the black line and was overflowing. Used ammonia test strips 3 times. Water in tank is less murky. Recalibrated pH and Conductivity probe according to guidelines on Quick Cal. Restarted siphin and water level went back to the black line. Collected pH second time and got 7.70 (< 8.9)."
6,8/11/17,20.3,0,0,150,0,0,0,7.81,770,30,"Added 24 L of aerated, dechlorinated H20",24,21.7,74,"Local cat unplugged aerator to growbed 6. Water from top surface (by the carboys) leaked into tank 6 and duck weed got into tank 6 too. Straightened siphin. Sunny weather. Lux (measured in middle of growbed) was 28,000. Dissolved O2 around growbed was 9.35 mg/L. Dissolved O2 in tank was 9.50 mg/L. Restarted growbed aerator and used carboy 2's aerator instead. Dissolved O2 probe was measured near the growbed aerator/airstone. "
6,8/12/17,20.3,0,0,200,0,0,0,7.86,700,30,"Added 16 L of aerated, dechlorinated H20",16,18.7,72,"Fish were not active, came up to eat some food and ate the rest of the food later."
6,8/14/17,18.5,0,0,150,0,0,0,7.85,670,30,"Added 1 L of aerated, dechlorinated H20",1,20.2,65,"According to Jessica, Ray said growbed tray was tilted and seeds and plants fell out (on 8/9/17). Ray put back in plants but now plants are now in the incorrect order/holes. Cloudy weather. Light intensity was 16,000 lux. Water level in tank was at 1 cm above the original black line. Fish ate a small amount of food at first and ate the rest later."
6,8/16/17,18.9,0,0,150,0,30,0,7.97,660,35,"Added 8L aerated, dechlorinated tap water. Added 5mL ph down. ",8,20.2,68,"Fish resting at the bottom of the tank. Seem calm, not excited about food. There was no duckweed on the surface of the water due to lots of agitation from the aerator. "
6,8/18/17,19.4,0,0,150,0,15,0,7.91,640,35,"Added 2L aerated, dechlorinated tap water. Added 5mL pH down. ",2,19.1,72,One fish laying/resting on the bottom
6,8/21/17,19.1,0,0,150,0,5,0,7.84,640,40,Added 4L water and 5mL pH down,4,18.2,82,"Fish slow to eat, but still eating"
6,8/23/17,21.6,0,0,150,0,0,0,7.81,640,40,Added 2L water,2,21.9,72,"Fish hung out at bottom while feeding, then ate everything."
6,8/25/17,17.9,0,0,150,0,10,0,7.82,630,40,Added 2L water,2,16.5,75,Fish slow moving and slow to eat
6,8/28/17,20.6,0,0,150,0,10,0,7.8,610,40,Added 20L water,20,23.4,71,"Restarted the siphon. Fish is active, healthy, ate food quickly. Harvested plants and ended experiment today."
